Rndrng_NPI,HCPCS_Degree_Centrality,HCPCS_Closeness_Centrality,HCPCS_PageRank,Provider Type_Closeness_Centrality,Provider Type_PageRank
1750669479,4.24e-05,5.212672425,1.96e-05,6.643694008,1.79e-05
1861110686,8.47e-05,4.706322334,7.51e-05,12.32164187,3.6e-05
1063494979,4.24e-05,0.3903900769,2.69e-05,9.61158746,7.65e-05
1437295086,4.24e-05,23.64673919,3.06e-05,1.088864592,3.23e-05
1144456476,4.24e-05,4.155648997,3e-05,38.42518486,1.08e-05
1427028521,4.24e-05,39.09645978,1.42e-05,32.64082846,7.97e-06
1649617614,4.24e-05,0.8174667819,2.18e-05,5.702698395,2.26e-05
1962443606,4.24e-05,28.89427781,3.42e-05,1.835374301,1.52e-05
1245437193,4.24e-05,5.395657061,2.58e-05,29.66929983,1.09e-05
1083666549,4.24e-05,33.9472405,1.92e-05,21.67200469,1.24e-05
1477564888,4.24e-05,0.1375399826,1.51e-05,0.882202712,9.93e-06
1487148987,4.24e-05,13.15850456,4.83e-05,10.78582272,4.67e-05
1609370808,4.24e-05,0.0201260467,3.71e-05,1.837114423,5.14e-05
1629245113,4.24e-05,34.61713491,2.05e-05,22.15444218,1.19e-05
1003359043,4.24e-05,6.61215397,1.77e-05,21.76317221,1.56e-05
1659327211,4.24e-05,22.45136267,2.39e-05,2.733138892,2.65e-05
1700851557,4.24e-05,26.20563486,2.31e-05,19.92086994,2.02e-05
1467933481,4.24e-05,5.29207851,7.7e-06,14.40860984,6.84e-06
1326684101,4.24e-05,28.44252493,1.8e-05,26.36082838,1.37e-05
1962757534,4.24e-05,31.12701211,2.6e-05,13.71652937,3.66e-05
1760574503,4.24e-05,1.213394499,1.74e-05,14.71325395,2.84e-05
1558306019,4.24e-05,29.18752102,2.14e-05,23.28003616,2.5e-05
1306373808,4.24e-05,0.8111488488,1.19e-05,2.178428693,1.05e-05
1922093228,4.24e-05,41.48864394,1.01e-05,32.5437448,8.02e-06
1194752253,4.24e-05,0.0192284032,4.24e-05,4.916066754,2.89e-05
1720065188,8.47e-05,30.86530601,3.99e-05,4.200951539,1.67e-05
1588627160,4.24e-05,37.12165338,1.63e-05,1.189881079,1.05e-05
1639529555,4.24e-05,12.20272502,2.88e-05,0.2267593662,3.52e-05
1457438525,4.24e-05,1.273263531,1.66e-05,30.55698338,9.27e-06
1639663347,4.24e-05,35.87536313,1.93e-05,17.8622674,2.55e-05
1467608364,4.24e-05,25.26736929,2.19e-05,0.1317631161,2.52e-05
1821195090,4.24e-05,17.44397685,1.96e-05,11.38268267,4.36e-05
1275509986,4.24e-05,6.940828241,1.86e-05,21.46940335,1.59e-05
1487175436,4.24e-05,32.01159011,1.85e-05,24.73905212,1.53e-05
1922469154,4.24e-05,36.7820406,2.64e-05,8.753901756,1.85e-05
1679907729,4.24e-05,27.5631295,2.36e-05,6.54112527,2.85e-05
1972994937,4.24e-05,38.06683324,1.04e-05,26.59457895,8.07e-06
1649790163,4.24e-05,0.8465414867,2.52e-05,4.005127523,3.7e-05
1427077510,4.24e-05,0.04542000256,2.11e-05,19.43431757,2.09e-05
1730573171,4.24e-05,32.54188684,3.5e-05,1.432360873,9.91e-06
1063432821,4.24e-05,36.95465369,1.67e-05,4.904145889,1.27e-05
1457334732,8.47e-05,39.67469941,3.3e-05,24.10539108,1.01e-05
1437576394,4.24e-05,0.5613604402,1.76e-05,4.274748962,1.57e-05
1730409608,4.24e-05,34.63442681,2.38e-05,23.62713099,1.05e-05
1306171996,4.24e-05,0.01124229546,1.86e-05,0.908420836,2.22e-05
1538375076,4.24e-05,25.41230878,1.7e-05,0.255232587,9.2e-06
1366443699,4.24e-05,0.01472669793,3.31e-05,8.120912436,9.25e-05
1518933951,4.24e-05,23.57215434,1.63e-05,12.59422457,2.94e-05
1336155399,4.24e-05,19.66268445,1.82e-05,25.18147311,9.15e-06
1336160159,4.24e-05,37.27262917,1.5e-05,24.73854607,9.51e-06
1437188604,4.24e-05,21.63637325,1.5e-05,26.03794342,8.48e-06
1174662894,4.24e-05,0.006542285664,2.84e-05,5.286356357,8.54e-05
1952513236,4.24e-05,32.23354309,1.55e-05,2.136638703,1.82e-05
1952307522,4.24e-05,0.05407544984,1.74e-05,0.5226542166,1.99e-05
1255372140,4.24e-05,38.06049859,2.21e-05,1.20209684,1.4e-05
1972713832,4.24e-05,0.04624679724,2.03e-05,5.578132415,9.8e-06
1881646495,4.24e-05,0.02182459897,3.35e-05,3.00742512,2.7e-05
1164421095,4.24e-05,37.45501021,1.46e-05,25.53735664,8.87e-06
1306853510,4.24e-05,34.9974727,1.44e-05,1.516716803,8.73e-06
1508184516,8.47e-05,0.2902791041,2.56e-05,5.758902619,8.76e-06
1235194846,4.24e-05,41.50344635,4.52e-05,3.000430021,8.17e-06
1588653893,4.24e-05,0.04685310797,2.68e-05,1.287421462,4.01e-05
1649292640,4.24e-05,32.57580134,1.23e-05,2.186347416,1.07e-05
1659354413,4.24e-05,34.27057896,3.68e-05,2.38230189,9.14e-06
1053300632,4.24e-05,0.08678971677,2.07e-05,2.863827775,2.48e-05
1851393847,4.24e-05,5.956457815,2.4e-05,2.990047052,1.09e-05
1184674301,4.24e-05,28.96186655,3.08e-05,1.722375637,2.26e-05
1215922828,4.24e-05,38.58813047,2.05e-05,2.30837757,9.79e-06
1457351835,4.24e-05,0.06249722891,4.14e-05,18.26989458,2.3e-05
1164545992,4.24e-05,5.982370934,1.89e-05,6.643694008,1.79e-05
1821590951,8.47e-05,40.2032707,2.58e-05,24.11949217,1.6e-05
1083619092,4.24e-05,0.4257066852,1.85e-05,33.11959672,1.43e-05
1538290762,4.24e-05,2.367331539,2.85e-05,16.05235861,2.51e-05
1275573669,4.24e-05,39.99873715,2.93e-05,2.859879395,7.46e-06
1962148627,4.24e-05,38.55846634,2.06e-05,20.43585658,2.09e-05
1487622874,4.24e-05,35.9336675,1.3e-05,24.3199767,9.87e-06
1912982836,4.24e-05,13.1826733,4.67e-05,2.791504826,8.17e-05
1093785842,4.24e-05,8.884294175,1.33e-05,1.006376394,2.53e-05
1467488395,4.24e-05,0.4862286971,1.69e-05,7.547120897,1.49e-05
1285876219,4.24e-05,34.31126284,2.33e-05,2.083585331,1.2e-05
1306805080,4.24e-05,32.22433904,3.68e-05,18.46533246,1.65e-05
1831204239,4.24e-05,24.10971909,1.75e-05,13.24806162,2.74e-05
1215912795,4.24e-05,23.93266254,2.39e-05,3.286236431,2.01e-05
1639339989,4.24e-05,22.01084774,2.71e-05,1.141172744,4.38e-05
1851682876,4.24e-05,37.40199921,1.84e-05,24.33249477,9.86e-06
1053378257,4.24e-05,10.70415592,2.67e-05,0.380334273,5.66e-05
1245235951,4.24e-05,35.02160948,2.14e-05,2.190043769,1.32e-05
1528005048,4.24e-05,23.67215559,2.24e-05,15.20989729,2.24e-05
1568626349,4.24e-05,36.74260102,1.72e-05,19.68246491,2.05e-05
1699749242,4.24e-05,30.92619165,1.86e-05,18.80543986,1.6e-05
1437134988,4.24e-05,36.52472039,2.49e-05,2.446401904,8.6e-06
1639625924,4.24e-05,5.978056583,1.97e-05,6.477850865,1.86e-05
1700838745,4.24e-05,39.75389932,2.31e-05,32.7930214,1.45e-05
1588920516,4.24e-05,0.01904547821,4.84e-05,0.3328097804,7.96e-05
1215545082,4.24e-05,0.09278967006,1.91e-05,24.62292813,1.55e-05
1982880191,4.24e-05,0.03831442977,5.19e-05,2.148756267,1.13e-05
1063477008,4.24e-05,13.63503412,1.16e-05,5.572477081,7.29e-06
1164176988,4.24e-05,0.7587020289,2.48e-05,19.49569266,1.87e-05
1053417162,4.24e-05,14.45961937,1.91e-05,20.74183445,1.89e-05
1952613051,4.24e-05,25.33708476,1.74e-05,1.382483789,1.54e-05
1447460803,4.24e-05,15.49605708,4.98e-05,4.973066362,9.15e-05
1144256348,4.24e-05,0.1428851121,2.82e-05,0.7896244169,2.71e-05
1225075088,4.24e-05,0.001991289274,3.29e-05,0.4221501065,6.04e-05
1043268220,4.24e-05,38.01956192,2.23e-05,2.804408619,1.24e-05
1871564021,4.24e-05,0.06398201014,3.03e-05,0.7895918885,2.71e-05
1477799310,4.24e-05,0.6543899822,1.58e-05,13.36382342,8.25e-06
1376578369,4.24e-05,19.67741263,1.77e-05,25.30371689,9.05e-06
1992818991,4.24e-05,19.06479213,3.89e-05,20.9423366,1.33e-05
1609202126,4.24e-05,0.1284634427,2.94e-05,17.73451715,2.58e-05
1316033095,4.24e-05,39.19114784,1.86e-05,1.080582083,2.64e-05
1205970753,4.24e-05,0.09698230188,8.55e-06,0.8402177695,9.3e-06
1285977348,4.24e-05,0.656908946,2.97e-05,2.716045257,1.31e-05
1962562207,8.47e-05,40.8202058,3.34e-05,20.46644305,1.93e-05
1629280045,4.24e-05,0.2900692972,2.45e-05,0.6352307143,2.58e-05
1801962675,4.24e-05,28.70265092,1.66e-05,1.017267482,2.4e-05
1982023545,4.24e-05,22.45120991,3.33e-05,9.894985524,7.4e-05
1295463883,4.24e-05,5.464472898,2.42e-05,17.36693845,2.23e-05
1932334240,4.24e-05,1.094981048,2.04e-05,12.81815138,3.42e-05
1235464181,4.24e-05,0.003308342562,3.56e-05,0.3617455409,7.23e-05
1346285087,4.24e-05,0.2396276331,3.59e-05,4.420235481,1.53e-05
1881954352,4.24e-05,0.04349501636,1.89e-05,4.890481614,1.27e-05
1699217083,4.24e-05,0.2177151176,1.34e-05,0.6839200106,1.4e-05
1578731428,4.24e-05,0.002186143232,3.72e-05,0.3532831624,6.18e-05
1508879826,4.24e-05,7.313886199,5.16e-05,9.992583884,8.52e-06
1952916579,4.24e-05,5.575851964,2.29e-05,17.95509902,2.12e-05
1164417135,4.24e-05,31.00858709,3.32e-05,3.51134832,2.21e-05
1851340418,4.24e-05,0.3844411816,3.24e-05,0.1235452768,1.55e-05
1376749622,4.24e-05,36.16871853,9.56e-06,2.63550278,7.18e-06
1649753112,4.24e-05,5.810563472,2.99e-05,16.38305334,2.43e-05
1932157153,4.24e-05,33.49043452,3.32e-05,2.072729313,2.04e-05
1104863315,4.24e-05,0.03619159278,2.03e-05,0.7182046568,3.09e-05
1033514500,4.24e-05,34.84015635,3.5e-05,10.13997945,1.44e-05
1124196886,4.24e-05,0.3849541624,4.24e-05,27.78553975,7.25e-06
1508313313,4.24e-05,7.952617045,2.52e-05,1.282634396,3.04e-05
1245274307,4.24e-05,34.47005598,2.29e-05,0.05087435597,3.22e-05
1124227889,4.24e-05,28.63307981,2.07e-05,2.436327917,3.53e-05
1356338396,4.24e-05,34.51396628,1.45e-05,26.03794342,8.48e-06
1275567943,4.24e-05,26.1578941,1.77e-05,16.52587494,1.98e-05
1316943491,4.24e-05,34.92092128,2.23e-05,4.972008036,1.16e-05
1902126832,4.24e-05,0.2347177251,1.15e-05,1.287216358,1.23e-05
1922190214,4.24e-05,26.82324362,1.45e-05,21.67200469,1.24e-05
1316938970,8.47e-05,0.6454766835,6.37e-05,2.207876663,1.87e-05
1760878383,4.24e-05,21.74795157,3.12e-05,10.40786196,3.79e-05
1740492040,4.24e-05,0.1803108726,2.95e-05,2.652489263,1.25e-05
1164871935,4.24e-05,24.76829445,2.55e-05,9.045391734,6.13e-05
1902334915,4.24e-05,23.98798544,2.84e-05,0.2653597165,2.66e-05
1639475189,4.24e-05,3.167252795,1.87e-05,20.65372048,1.7e-05
1942380092,4.24e-05,0.3036852114,2.01e-05,40.53482398,9.64e-06
1407086317,4.24e-05,0.008699893425,4.13e-05,1.603923037,5.3e-05
1497001986,4.24e-05,0.8888993664,2.34e-05,1.648783318,7.14e-06
1114440088,4.24e-05,32.87825909,3.27e-05,18.85981371,2.36e-05
1336349117,4.24e-05,0.01694485343,5.15e-05,2.184389613,1.9e-05
1841729217,4.24e-05,39.97685653,1.74e-05,39.03465364,1.04e-05
1972578136,4.24e-05,0.4118763759,1.39e-05,2.949482868,8.51e-06
1629286067,4.24e-05,0.003172616886,2.42e-05,0.1019446432,4.02e-05
1154587459,4.24e-05,19.1458526,2.52e-05,0.6158833067,1.91e-05
1639328420,4.24e-05,0.4533257141,2.95e-05,14.79385014,3.1e-05
1598296600,4.24e-05,0.2264263482,2e-05,6.257127303,2.03e-05
1740353465,4.24e-05,0.09564049697,2.34e-05,27.72655128,1.92e-05
1710901806,4.24e-05,24.60211658,2.05e-05,15.77488217,2.84e-05
1790804813,4.24e-05,31.88283808,2.05e-05,1.112377273,1.61e-05
1457680191,4.24e-05,39.71885132,1.3e-05,35.45393754,7.34e-06
1346650116,4.24e-05,29.9466929,2.35e-05,18.00099792,2.35e-05
1669636643,4.24e-05,0.2252822144,2.55e-05,1.359418103,1.39e-05
1154992337,4.24e-05,26.34223903,1.82e-05,8.113923807,2.08e-05
1659412336,4.24e-05,0.2239792961,2.57e-05,4.868285391,1.29e-05
1467408757,4.24e-05,2.92676114,2.11e-05,19.30784199,1.9e-05
1033369806,4.24e-05,25.56398863,1.12e-05,4.463151082,1.5e-05
1679745327,4.24e-05,26.82379039,2.95e-05,1.464354708,2.85e-05
1851391700,4.24e-05,24.48635733,1.66e-05,13.83750381,2.58e-05
1891825063,4.24e-05,23.51444733,1.14e-05,19.2538182,1.54e-05
1720245103,4.24e-05,8.538017537,4.02e-05,0.3009349433,7.46e-05
1710103320,4.24e-05,20.16403102,2.26e-05,13.77613188,2.59e-05
1235282856,4.24e-05,0.133918751,1.74e-05,4.661300842,1.09e-05
1285856955,4.24e-05,0.003611966659,3.57e-05,0.5192254178,8.2e-05
1104803642,4.24e-05,0.1184659195,2.23e-05,2.914589971,2.83e-05
1114021789,4.24e-05,39.14091943,1.88e-05,5.719089515,2.32e-05
1023279486,4.24e-05,24.31071549,1.52e-05,1.425637551,1e-05
1790902328,4.24e-05,33.73887489,2.03e-05,0.3623859339,8.59e-06
