Rndrng_NPI,HCPCS_Degree_Centrality,HCPCS_Closeness_Centrality,HCPCS_PageRank,Provider Type_Closeness_Centrality,Provider Type_PageRank
1376908863,4.24e-05,0.09822863953,1.6e-05,0.6668411255,1.46e-05
1710313887,4.24e-05,0.1542975066,2.52e-05,0.4943534213,2.37e-05
1588639231,4.24e-05,20.25519901,2.47e-05,5.798103535,9.01e-06
1770017667,4.24e-05,0.2940424878,3.91e-05,1.208298504,3.29e-05
1063519890,4.24e-05,28.01982203,1.79e-05,2.341486672,3.72e-05
1598716052,4.24e-05,38.151513,2.47e-05,22.65884765,1.14e-05
1598232845,4.24e-05,26.16826112,2.78e-05,5.776279668,3.37e-05
1104889070,4.24e-05,34.21569229,2.29e-05,21.34661241,1.28e-05
1902268105,4.24e-05,27.51863333,4.73e-05,13.93437539,2.55e-05
1881615730,4.24e-05,0.5245319352,2.5e-05,11.93281128,1.06e-05
1508982414,4.24e-05,1.862632001,2.64e-05,28.37906941,1.08e-05
1376854836,4.24e-05,0.4251131972,2.26e-05,0.1400414651,1.22e-05
1508155854,8.47e-05,39.81245739,2.79e-05,1.837296345,1.24e-05
1447239074,4.24e-05,34.24771842,2.35e-05,17.30723548,3.75e-05
1265537625,4.24e-05,24.97078541,2.5e-05,12.95110427,3.7e-05
1851522130,4.24e-05,32.90665598,1.26e-05,26.24580397,8.33e-06
1821043092,4.24e-05,0.01166266883,3.01e-05,0.08796281034,1.67e-05
1700843307,4.24e-05,0.08225951736,4.24e-05,8.340268389,1.19e-05
1356497150,4.24e-05,0.01255049449,2.01e-05,10.8312949,4.64e-05
1245236157,4.24e-05,36.99432618,2.57e-05,0.2543520337,9.27e-06
1518150234,4.24e-05,20.30515704,2.12e-05,1.66197035,1.73e-05
1942891239,4.24e-05,29.79570412,2.76e-05,7.262888186,2.45e-05
1588646558,8.47e-05,21.98940191,5e-05,8.176174678,5.13e-05
1225099203,4.24e-05,15.16697948,1.99e-05,1.24602041,1.02e-05
1871262030,4.24e-05,2.959994534,2.08e-05,1.742525303,2.02e-05
1336194547,4.24e-05,33.99843719,1.41e-05,4.263790059,1.3e-05
1053377796,4.24e-05,0.05435181887,1.98e-05,0.5412644179,8.18e-06
1366766925,4.24e-05,32.39076552,2.75e-05,2.334643816,1.17e-05
1285307520,4.24e-05,0.4790185462,1.15e-05,20.90503272,1.67e-05
1508885005,4.24e-05,30.51436326,1.61e-05,19.32023541,3.24e-05
1881603892,4.24e-05,0.0955628715,3.85e-05,4.817128136,1.31e-05
1538196142,4.24e-05,22.08348476,2.69e-05,1.149864259,4.34e-05
1013053859,4.24e-05,36.30089539,1.82e-05,4.728011289,1.36e-05
1477740934,4.24e-05,10.2748307,4.85e-05,0.474253454,0.0001114205189
1437261575,4.24e-05,40.13185972,1.58e-05,1.212604764,1.08e-05
1639252422,4.24e-05,36.18594462,1.85e-05,18.41896961,2.44e-05
1093712473,4.24e-05,32.68470733,1.47e-05,25.54842129,8.86e-06
1811247950,4.24e-05,0.5307423445,1.31e-05,2.981119911,8.3e-06
1518974260,4.24e-05,21.67282354,2.55e-05,9.225938595,4.42e-05
1528247962,4.24e-05,29.60804527,2.51e-05,1.497216331,1.77e-05
1750352902,4.24e-05,6.825379054,1.96e-05,20.90503272,1.67e-05
1295792133,4.24e-05,31.07546745,1.81e-05,1.48932462,2.06e-05
1639532344,4.24e-05,11.14125869,2.88e-05,0.8843840759,4.91e-05
1548550460,4.24e-05,25.08605231,3.71e-05,13.76097094,2.6e-05
1518172279,4.24e-05,0.004818905437,3.34e-05,0.361830532,3.46e-05
1912174970,4.24e-05,20.00550605,2.39e-05,18.7320124,3.38e-05
1316998354,4.24e-05,27.37762833,2.78e-05,11.56962856,6.16e-05
1104294834,4.24e-05,31.96337328,1.89e-05,24.53674071,1.56e-05
1992999437,4.24e-05,19.95891579,3.57e-05,2.588289024,9.42e-06
1760463806,4.24e-05,0.5579301469,1.8e-05,25.82724755,1.14e-05
1558326199,4.24e-05,0.002239124697,4.24e-05,0.3639459054,7.24e-05
1407237076,4.24e-05,0.931285491,1.54e-05,13.95947544,7.42e-06
1023436003,4.24e-05,0.02124097423,1.4e-05,0.5849323183,1.83e-05
1053775239,4.24e-05,36.93197863,1.67e-05,1.783406182,1.54e-05
1154416972,4.24e-05,35.23950938,1.94e-05,28.75133734,1.05e-05
1326081225,8.47e-05,36.29994768,4.85e-05,1.328656742,1.65e-05
1033407499,4.24e-05,0.4491564532,1.29e-05,25.11791866,9.2e-06
1144255746,4.24e-05,35.39622963,3.13e-05,3.23734929,2.06e-05
1710974563,4.24e-05,38.64759587,2.03e-05,0.2631273391,8.58e-06
1366959124,4.24e-05,37.78640605,2.3e-05,18.98202857,2.34e-05
1881663946,4.24e-05,38.91747403,1.94e-05,24.76363163,2.29e-05
1134431539,4.24e-05,0.06695824696,1.12e-05,0.682762625,1.26e-05
1265843312,4.24e-05,0.006252864996,2.76e-05,1.301246322,3.35e-05
1386965580,4.24e-05,24.7457257,2.38e-05,1.480469381,1.84e-05
1225108673,4.24e-05,35.76432954,1.36e-05,0.3899674611,7.18e-06
1306253422,4.24e-05,0.5355228606,1.68e-05,2.023198213,1.52e-05
1851616783,4.24e-05,23.36615797,1.09e-05,6.083082756,8.06e-06
1316971419,4.24e-05,33.03006265,1.14e-05,26.64598845,8.04e-06
1487628723,4.24e-05,34.17132073,1.86e-05,31.265446,1.58e-05
1831125517,4.24e-05,0.6885863683,2.05e-05,3.587569163,2.09e-05
1457325433,4.24e-05,31.13242969,3.28e-05,1.642310325,2.42e-05
1700230414,4.24e-05,27.4002416,1.71e-05,18.84104146,1.6e-05
1598744344,4.24e-05,40.28591251,1.9e-05,28.23995999,1.09e-05
1417258401,4.24e-05,2.092074316,1.99e-05,3.577045887,2.28e-05
1215279625,4.24e-05,7.720546939,2.64e-05,0.1810049734,0.0001224350951
1114458619,4.24e-05,35.22632892,2.33e-05,22.80119169,1.76e-05
1598055105,4.24e-05,0.07682670331,3.03e-05,2.639130862,9.02e-06
1659344398,4.24e-05,0.4181355949,2.66e-05,33.38618172,1.41e-05
1417923095,4.24e-05,0.6950983849,2.65e-05,6.042397912,7.82e-06
1174523690,4.24e-05,29.69103802,2.47e-05,17.41442986,2.47e-05
1548375389,4.24e-05,35.5769598,1.29e-05,1.216956258,1.08e-05
1164415667,4.24e-05,0.3777939545,3.34e-05,2.219562952,1.83e-05
1154842029,4.24e-05,18.82114768,2.07e-05,1.408029439,2.25e-05
1669450474,4.24e-05,24.66160239,1.42e-05,14.29463386,2.46e-05
1902560543,4.24e-05,25.3531223,2.16e-05,7.207331393,2.48e-05
1750885901,4.24e-05,0.005640956818,1.73e-05,4.797724646,4.29e-05
1194805457,8.47e-05,33.88797879,3.07e-05,5.901424406,2.22e-05
1831215094,8.47e-05,13.59683603,3.77e-05,5.41682385,7.82e-06
1093772030,4.24e-05,28.063074,3.29e-05,1.582361327,1.65e-05
1285897827,4.24e-05,34.21794412,1.83e-05,31.53251107,1.56e-05
1851398523,4.24e-05,29.14732835,3.32e-05,12.99510912,5.37e-05
1760820179,4.24e-05,0.05102142208,2.18e-05,1.041478498,1.78e-05
1477544435,4.24e-05,0.01462624012,4.24e-05,0.7688233228,4.19e-05
1730444118,4.24e-05,0.2732312384,1.64e-05,5.38025873,1.02e-05
1033208178,4.24e-05,32.2687692,2.26e-05,15.80774965,2.83e-05
1710088380,4.24e-05,23.64852573,2.48e-05,14.5808867,4.66e-05
1760700355,4.24e-05,5.167028986,3.21e-05,2.790684932,1.25e-05
1003843095,4.24e-05,0.5996067381,2.5e-05,21.43402058,1.79e-05
1861713265,4.24e-05,0.6268494238,3.03e-05,2.388095621,9.09e-06
1225003320,4.24e-05,33.51460963,2.14e-05,20.80777986,1.34e-05
1417285784,4.24e-05,27.62233369,4.59e-05,5.03182855,4.04e-05
1326617903,4.24e-05,0.4349014365,2.6e-05,1.045084166,1.95e-05
1992740625,4.24e-05,8.064734012,2.33e-05,1.359748869,2.8e-05
1144646845,4.24e-05,0.05034647139,2.64e-05,0.5350177429,3.7e-05
1114999356,4.24e-05,0.05147430322,2.8e-05,2.869542878,1.18e-05
1982856928,4.24e-05,29.15340901,1.94e-05,1.612856545,1.59e-05
1922029503,4.24e-05,25.15762832,3.12e-05,1.800883095,2.55e-05
1396731212,4.24e-05,0.1549413113,1.39e-05,2.470877188,8.15e-06
1922088947,4.24e-05,13.71695535,2.78e-05,0.8149639832,6.02e-05
1740446970,4.24e-05,0.07287315252,1.57e-05,17.54071422,1.8e-05
1174516330,4.24e-05,39.59813265,2.16e-05,29.02019115,1.03e-05
1083718712,4.24e-05,0.8446477841,1.37e-05,38.47725123,1.08e-05
1376102319,4.24e-05,37.76349971,1.48e-05,21.67932687,1.91e-05
1770581621,4.24e-05,26.91187236,1.42e-05,0.5757840451,2.46e-05
1528202959,4.24e-05,27.3562815,1.39e-05,19.20461448,1.55e-05
1427360890,4.24e-05,0.698847129,1.95e-05,3.695583165,1.99e-05
1093825630,4.24e-05,0.005190270956,1.9e-05,0.858406132,2.4e-05
1336253517,4.24e-05,37.12331851,1.63e-05,0.3307959272,1.89e-05
1669755906,4.24e-05,38.64759587,2.03e-05,9.950472707,1.49e-05
1144260100,4.24e-05,0.1788110863,2.01e-05,0.9842901906,1.95e-05
1063674588,4.24e-05,0.4020986579,2.79e-05,3.450215186,1.86e-05
1487609822,4.24e-05,0.005440278074,1.03e-05,11.28086726,3.41e-05
1740258508,4.24e-05,26.52810368,2.67e-05,3.33117884,2.39e-05
1003992991,4.24e-05,32.82885448,4.16e-05,2.746035648,2.63e-05
1831191626,4.24e-05,37.41332254,1.92e-05,24.9763945,1.38e-05
1174587380,4.24e-05,20.81435331,1.79e-05,1.085724202,1.66e-05
1154589885,4.24e-05,0.1162076345,1.42e-05,0.0966660286,1.41e-05
1366403560,4.24e-05,0.199384059,1.96e-05,31.66776187,1.55e-05
1770532038,4.24e-05,35.50098751,1.65e-05,25.83516565,8.64e-06
1083684914,4.24e-05,28.14576225,2.56e-05,3.478832948,2.24e-05
1528317252,4.24e-05,0.0391857104,4.24e-05,0.9086055822,2.43e-05
1841415197,4.24e-05,35.48528035,1.65e-05,4.773149733,1.04e-05
1184885873,8.47e-05,21.97365205,4.25e-05,0.5591087294,2.22e-05
1891786299,4.24e-05,38.63923293,2.03e-05,1.828412126,1.5e-05
1699706440,4.24e-05,27.16651911,9.65e-06,6.200293143,7.7e-06
1225325210,4.24e-05,31.35535086,2.13e-05,25.87291661,2.14e-05
1598152704,4.24e-05,18.18521649,1.62e-05,1.32473526,2.46e-05
1336560101,4.24e-05,30.40055586,1.97e-05,16.19216783,4.09e-05
1528455672,4.24e-05,31.5024917,2.19e-05,22.69918252,1.63e-05
1518910769,4.24e-05,1.101725346,4.44e-05,1.626564276,7.39e-06
1174510762,8.47e-05,39.56806193,4.46e-05,25.84212296,1.42e-05
1457329526,4.24e-05,3.547150245,4.66e-05,29.52028877,1.74e-05
1598726804,4.24e-05,26.00155218,9.86e-06,1.439005958,7.34e-06
1447239389,4.24e-05,23.52189814,1.14e-05,19.2790194,1.54e-05
1740660133,4.24e-05,32.56764074,2.83e-05,13.6032156,3.47e-05
1720055056,4.24e-05,0.4200969379,1.38e-05,4.395628665,1.22e-05
1932144060,4.24e-05,0.9472604559,1.74e-05,3.149921526,9.78e-06
1003912809,4.24e-05,34.94525072,2.2e-05,27.86604929,1.12e-05
1740711084,4.24e-05,34.97480406,2.16e-05,16.37728665,2.89e-05
1174701668,4.24e-05,16.38604722,1.8e-05,0.8458943927,3.23e-05
1346597846,4.24e-05,30.5221439,2.09e-05,1.19197162,1.88e-05
1659399194,4.24e-05,0.1277612613,3.06e-05,13.32108305,3.57e-05
1922468727,4.24e-05,0.00735715637,6.98e-05,2.34311909,0.0002683992607
1669625612,4.24e-05,23.88149504,1.78e-05,3.342700629,1.96e-05
1861438426,4.24e-05,0.1815953312,1.96e-05,0.9993130203,1.9e-05
1215225677,4.24e-05,26.85545644,1.84e-05,22.65551126,1.78e-05
1528223245,4.24e-05,20.42089271,2.01e-05,18.90982384,2.18e-05
1396743571,4.24e-05,35.39932417,2.05e-05,19.4833083,3.21e-05
1891806295,4.24e-05,20.66275668,2e-05,13.82229461,4.98e-05
1568609121,4.24e-05,28.35787954,2.14e-05,0.1841881672,1.79e-05
1861450736,4.24e-05,0.02889983544,5.15e-05,7.365345733,5.82e-05
1538196092,4.24e-05,33.60606992,2.1e-05,20.98649835,1.32e-05
1235696204,4.24e-05,6.332335507,2.03e-05,20.2439291,1.76e-05
1770019770,4.24e-05,39.04915393,1.9e-05,10.23410191,1.42e-05
1972712115,8.47e-05,35.56028101,3.33e-05,23.96854796,1.02e-05
1386744977,4.24e-05,1.117565543,1.53e-05,7.609576594,1.42e-05
1962478917,8.47e-05,1.231156082,4.33e-05,3.100598064,1.11e-05
1841446135,4.24e-05,39.41144892,2.36e-05,28.37906941,1.08e-05
1962579854,4.24e-05,35.70314742,1.42e-05,26.38307382,8.23e-06
1407896723,4.24e-05,37.9172024,2.26e-05,1.192116268,1.42e-05
1992966691,4.24e-05,0.5010715374,2.39e-05,2.789065057,7.94e-06
1043780539,4.24e-05,30.93412264,2.38e-05,9.950472707,1.49e-05
1528651809,4.24e-05,31.2336133,3.25e-05,6.45494382,2.9e-05
1356607642,4.24e-05,30.86493046,1.86e-05,17.12445384,3.8e-05
1790057123,4.24e-05,3.457679327,1.38e-05,6.273070703,6.86e-06
1366561557,4.24e-05,26.90434765,1.12e-05,0.8360601513,1.33e-05
1033420286,4.24e-05,37.6374786,1.33e-05,25.96999806,8.53e-06
1558450841,4.24e-05,0.00725950385,4.24e-05,0.5786692655,1.69e-05
1255537569,4.24e-05,33.0194318,1.9e-05,25.07808896,9.23e-06
1659376515,4.24e-05,29.09261371,2.3e-05,12.962621,3.7e-05
1457521734,4.24e-05,0.0415243234,2.48e-05,3.347745091,2.32e-05
1669437869,4.24e-05,34.11835031,2.39e-05,1.354204044,1.11e-05
1902204977,4.24e-05,27.31397641,1.43e-05,20.30153096,1.4e-05
1174913248,4.24e-05,0.2157308792,1.66e-05,21.88641455,1.88e-05
1225412273,4.24e-05,0.05216670131,3.93e-05,6.869323187,2.66e-05
1548520695,4.24e-05,32.39076552,2.75e-05,18.76997254,1.61e-05
1396717666,4.24e-05,29.33784912,1.29e-05,22.76249754,1.13e-05
1649568015,8.47e-05,39.5245038,2.75e-05,24.92916569,9.36e-06
1487688776,8.47e-05,32.21738637,4.43e-05,19.37092593,3.23e-05
1386641785,8.47e-05,42.34444387,5.4e-05,33.42504089,7.52e-06
1780071340,4.24e-05,8.977893965,3.02e-05,0.1719733762,5e-05
1902020803,4.24e-05,6.138710354,1.73e-05,21.18218122,1.63e-05
1538162391,4.24e-05,4.63948095,3.23e-05,27.37124798,1.16e-05
1427208099,4.24e-05,30.9779719,1.89e-05,0.7411632646,1.11e-05
1114217015,4.24e-05,37.44168514,1.4e-05,25.11791866,9.2e-06
1447488697,4.24e-05,34.48499502,2.24e-05,0.3822184646,1.13e-05
1760495055,4.24e-05,28.85811292,1.62e-05,1.47504735,3.33e-05
1558359950,4.24e-05,37.52572083,1.35e-05,25.30955176,9.05e-06
1447256664,4.24e-05,39.14842084,1.87e-05,25.41167873,2.2e-05
1427057736,4.24e-05,29.20694629,2.71e-05,1.081045441,1.26e-05
1710305693,4.24e-05,0.002420644883,3.65e-05,0.5944692073,3.96e-05
1154314391,4.24e-05,0.03138359184,2.52e-05,3.643896919,4.29e-05
1275625261,4.24e-05,0.5072486026,2.39e-05,7.776819283,1.41e-05
1467578203,8.47e-05,0.6932507435,3.86e-05,23.84884965,1.03e-05
1457321044,4.24e-05,0.01300649725,2.07e-05,1.415183282,3.32e-05
1962663906,4.24e-05,0.04640962501,1.2e-05,4.284859994,1.61e-05
1588743314,4.24e-05,28.30491549,2.84e-05,29.6340375,1.73e-05
1568404481,4.24e-05,0.2743224382,3.4e-05,1.46978412,1.2e-05
1477205409,4.24e-05,30.67201771,1.79e-05,13.00123275,8.79e-06
1427372333,4.24e-05,0.0226301611,2.47e-05,3.432344136,4.62e-05
1215168745,4.24e-05,0.2188171888,2.31e-05,4.3013379,1.27e-05
1215450820,4.24e-05,26.58666453,1.79e-05,14.29637405,2.46e-05
1821138165,4.24e-05,8.675313973,1.54e-05,9.555584539,5.41e-05
1417246356,4.24e-05,34.95697446,1.73e-05,2.318150665,1.87e-05
1760874952,4.24e-05,29.01738157,1.97e-05,14.07589282,3.54e-05
1790912699,4.24e-05,0.09853538899,2.86e-05,6.096332796,2.11e-05
1972505444,4.24e-05,26.06048365,1.67e-05,1.261725097,7.59e-06
1386754216,4.24e-05,37.7277014,2.1e-05,2.755142806,8.17e-06
1508864927,4.24e-05,34.890635,2e-05,4.51428018,1.16e-05
1598728826,4.24e-05,0.001006640899,2.33e-05,0.09060615863,4.67e-05
1972517928,4.24e-05,31.11157649,2.3e-05,2.022328748,1.75e-05
1831195981,4.24e-05,38.38589306,2.66e-05,33.69088214,1.39e-05
1821313388,8.47e-05,23.1857782,5.07e-05,19.72006705,1.48e-05
1154300283,8.47e-05,35.54797481,2.98e-05,14.3151952,2.45e-05
1972727063,4.24e-05,38.4992747,2.07e-05,1.23323366,1.34e-05
1447364062,4.24e-05,0.4598788301,3.25e-05,3.468647019,7.67e-06
1487822516,4.24e-05,26.15726091,1.72e-05,1.183776653,1.06e-05
1235102880,4.24e-05,0.1877148673,1.85e-05,1.032299907,1.81e-05
1356870562,4.24e-05,1.147533203,1.9e-05,13.64276932,3.15e-05
1811082993,8.47e-05,0.7361012387,4.13e-05,3.922682758,1.51e-05
1568618544,4.24e-05,10.34741658,2.81e-05,0.5897958039,6.3e-05
1295793685,4.24e-05,0.06371122113,1.11e-05,1.414151579,1.02e-05
1114987047,4.24e-05,4.734764929,2.79e-05,6.15061054,7.22e-06
1104290634,4.24e-05,40.22573406,2.25e-05,13.07216823,8.68e-06
1518146869,4.24e-05,9.08709831,1.13e-05,14.15275139,3.29e-05
1881865285,4.24e-05,22.47456911,3.07e-05,1.124103724,3.1e-05
1851379903,4.24e-05,35.56205885,1.5e-05,24.23115692,9.95e-06
1386151363,4.24e-05,40.31864435,1.53e-05,24.43445842,1.57e-05
1407137615,4.24e-05,6.159440444,2.6e-05,17.85432125,2.14e-05
1699897538,4.24e-05,26.37466181,2.72e-05,0.8786883384,1.81e-05
1861480543,4.24e-05,28.20907921,2.54e-05,0.7206093682,3.63e-05
1083692974,4.24e-05,0.2479795635,1.72e-05,6.863576806,1.75e-05
1457610792,4.24e-05,37.01373938,1.65e-05,1.682036738,1.45e-05
1568439172,4.24e-05,23.50646012,2.19e-05,0.2424732572,1.03e-05
1841553328,4.24e-05,7.77153155,2.84e-05,1.171297253,3.43e-05
1811192164,4.24e-05,26.94395725,1.9e-05,17.79659845,1.76e-05
1568873529,4.24e-05,37.16426433,1.57e-05,24.49958412,9.71e-06
1528147261,4.24e-05,3.02490484,2.01e-05,19.86085969,1.81e-05
1891065785,4.24e-05,35.16592082,2.48e-05,21.819078,1.89e-05
1437425733,4.24e-05,0.1530978981,1.6e-05,0.3808545064,7.62e-06
1386611531,4.24e-05,35.95250761,1.91e-05,4.636792435,1.41e-05
1538235502,4.24e-05,10.21041089,1.33e-05,0.2853373909,2.57e-05
1992704902,4.24e-05,26.25241779,2.18e-05,5.93720095,3.25e-05
1043645526,4.24e-05,24.05256137,1.19e-05,0.4035525258,1.48e-05
1306002266,4.24e-05,26.99646289,1.4e-05,0.1082665563,1.12e-05
1902355753,4.24e-05,10.69257277,1.01e-05,14.32247645,6.95e-06
1265077101,4.24e-05,35.06757727,2.53e-05,21.55382487,1.93e-05
1427044692,4.24e-05,5.211047756,2.01e-05,6.560422647,1.82e-05
1932555067,4.24e-05,0.003744993209,1.81e-05,1.54687535,2.01e-05
1861836025,4.24e-05,34.71906938,2.41e-05,2.427341449,1.58e-05
1922176585,4.24e-05,26.34585962,1.47e-05,14.89361383,2.32e-05
1518921188,4.24e-05,38.14046985,1.4e-05,1.951168242,1.33e-05
1427013853,4.24e-05,37.33046657,1.96e-05,29.87680082,1.71e-05
1285624031,4.24e-05,0.00312960366,4.24e-05,0.5746278939,0.0001031791821
1366671125,4.24e-05,35.80280913,2.64e-05,22.61426058,1.15e-05
1336439660,8.47e-05,37.39215892,1.92e-05,25.9065246,8.58e-06
1437248044,4.24e-05,35.46945393,2.03e-05,17.49348067,2.45e-05
1174705164,4.24e-05,17.9751571,1.71e-05,1.264927288,2.63e-05
1831480615,4.24e-05,0.2006484518,2.86e-05,11.0773145,4.13e-05
1518914993,4.24e-05,0.01120091766,3.37e-05,0.8433443545,2.48e-05
1184707879,4.24e-05,8.330392206,1.91e-05,7.368603056,7.35e-05
1053601252,4.24e-05,0.7554160828,2.1e-05,4.09909913,1.39e-05
1952337966,4.24e-05,0.02666688988,3.22e-05,3.846531413,1.56e-05
1689634438,4.24e-05,31.39153244,2.21e-05,1.726795749,1.41e-05
1508858432,4.24e-05,38.52884779,2.07e-05,0.2326447627,1.17e-05
1588729701,4.24e-05,5.234648714,1.37e-05,8.013325222,1.29e-05
1649597006,4.24e-05,31.94537815,3.02e-05,0.8940349861,2.28e-05
1215188214,4.24e-05,0.04063570602,4.17e-05,0.7199623121,6.96e-05
1982832267,4.24e-05,30.11913826,2.04e-05,0.112007166,2.33e-05
1346553724,4.24e-05,0.007067679793,4.2e-05,4.66548479,9.83e-05
1508361510,8.47e-05,0.8269481162,3.9e-05,28.67999149,1.17e-05
1427415975,4.24e-05,0.4774885884,1.16e-05,20.8008809,1.68e-05
1851400410,4.24e-05,36.21206932,1.84e-05,21.26817062,2.85e-05
1245260413,4.24e-05,32.56655185,2.34e-05,9.392754384,9.78e-06
1891892188,4.24e-05,39.88149802,1.85e-05,38.42518486,1.08e-05
1326575002,4.24e-05,4.137003481,3.79e-05,32.0805665,1.51e-05
1467898569,4.24e-05,29.23916521,1.37e-05,22.65884765,1.14e-05
1063984466,4.24e-05,40.93346543,1.63e-05,30.96473116,1e-05
1255754164,4.24e-05,24.99877761,1.86e-05,12.04742742,4.32e-05
1205063476,4.24e-05,0.1287219139,1.92e-05,0.6869488062,2.78e-05
1205804127,4.24e-05,36.24144138,5.15e-05,20.75895451,1.89e-05
1467504027,4.24e-05,34.15138803,2.27e-05,22.06027025,1.2e-05
1780177139,8.47e-05,42.5413714,2.28e-05,45.5347704,7.36e-06
1851010078,4.24e-05,0.9764770046,2.41e-05,11.04845883,4.15e-05
1891193728,4.24e-05,0.9847949769,1.76e-05,14.59046361,2.87e-05
1336139724,4.24e-05,32.25185157,1.93e-05,4.636792435,1.41e-05
1770625832,4.24e-05,0.4860778953,1.19e-05,0.9626283265,8.15e-06
1043506694,4.24e-05,0.0003632381227,4.24e-05,0.2359430867,0.0001938239948
1255383469,4.24e-05,33.48883032,1.91e-05,20.1449874,3.07e-05
1932197951,4.24e-05,2.194388448,2.08e-05,38.22623602,1.09e-05
1760483796,4.24e-05,0.04010920345,2.26e-05,5.919242698,2.21e-05
1114084878,4.24e-05,25.39610237,2.68e-05,15.33378373,2.22e-05
1205956711,4.24e-05,0.3296410673,2.33e-05,0.6769857083,2.35e-05
1518929587,4.24e-05,0.8017332157,2.29e-05,7.076094495,1.66e-05
1114970910,4.24e-05,16.7183571,3.75e-05,7.190884042,5.99e-05
1407029069,4.24e-05,0.02041482721,2.28e-05,1.293521981,6.84e-05
1447459193,4.24e-05,0.002040815914,3.26e-05,0.148046011,0.0001010682566
1043761836,4.24e-05,31.12829152,1.82e-05,1.737504629,1.37e-05
1952560369,4.24e-05,36.69529134,1.5e-05,24.3199767,9.87e-06
1295780377,4.24e-05,0.2828657638,2.54e-05,0.5737071587,2.82e-05
1710926571,4.24e-05,21.80502653,1.45e-05,18.59462399,1.63e-05
1851381826,4.24e-05,33.49520818,4.68e-05,18.16006134,1.7e-05
1134181282,4.24e-05,0.408934841,4.29e-05,29.46394485,1e-05
1750392775,4.24e-05,0.9554606568,1.71e-05,6.643694008,1.79e-05
1659358059,4.24e-05,23.7890855,1.37e-05,31.92105902,1.52e-05
1558358440,4.24e-05,20.53975672,1.44e-05,2.440274098,8.19e-06
1134388853,4.24e-05,0.0966981434,3.55e-05,4.883060418,1.28e-05
1083666234,8.47e-05,40.90900429,3.4e-05,11.73859289,4.2e-05
1023128980,4.24e-05,35.51968955,2.02e-05,17.25386516,2.68e-05
1942528021,4.24e-05,26.06818969,1.93e-05,17.21899877,1.85e-05
1023102951,4.24e-05,30.26610714,3.04e-05,19.05003915,2.16e-05
1649243767,4.24e-05,0.0144430286,3.33e-05,1.840219941,2.04e-05
1013297167,4.24e-05,14.36946379,2.89e-05,2.972690759,2.69e-05
1972502292,4.24e-05,30.8706159,3.16e-05,23.63715101,1.66e-05
1962644674,4.24e-05,0.01214474354,3.2e-05,0.6246202918,3.75e-05
1073038881,4.24e-05,0.3903651115,2.8e-05,13.45626862,3.75e-05
1346282290,4.24e-05,34.55839416,1.63e-05,23.06188197,2.54e-05
1568652345,4.24e-05,0.05361516477,1.83e-05,16.94801414,1.9e-05
1376964023,4.24e-05,25.56750946,1.72e-05,13.48422072,3.51e-05
1588063655,4.24e-05,24.24535314,2.21e-05,1.820416947,2.33e-05
1851555478,4.24e-05,0.4690376361,1.18e-05,25.60254749,8.82e-06
1750894945,4.24e-05,14.41805496,2e-05,20.03179228,2.16e-05
1740718931,4.24e-05,0.2487607584,2.97e-05,1.324608014,1.17e-05
1083285035,4.24e-05,5.829121972,2.02e-05,19.35220179,1.89e-05
1912941345,4.24e-05,18.44147824,1.51e-05,4.052804982,1.77e-05
1548569890,4.24e-05,22.44924645,2.07e-05,1.435959334,7.38e-06
1780680264,4.24e-05,35.358197,1.72e-05,25.98694267,1.29e-05
1316940463,4.24e-05,35.31959605,2.07e-05,1.204781175,2.86e-05
1093152662,4.24e-05,33.10501668,2.67e-05,14.2311472,3.27e-05
1164472916,4.24e-05,38.32278516,2.13e-05,0.2614168305,8.71e-06
1861918161,4.24e-05,6.748117478,1.65e-05,22.53425857,1.47e-05
1861628430,4.24e-05,0.439284207,7.04e-06,1.479821876,6.83e-06
1710475090,4.24e-05,26.10073781,1.43e-05,20.61765636,2.06e-05
1902347172,4.24e-05,8.107818626,1.25e-05,43.08623022,8.41e-06
1548402407,4.24e-05,5.109737802,5.64e-05,0.5502420381,7.86e-06
1952306037,4.24e-05,24.77476157,2.37e-05,1.901627756,1.43e-05
1376636431,4.24e-05,3.500417959,2e-05,14.12748951,3e-05
1598185472,4.24e-05,33.50367051,2.36e-05,32.37845036,9.1e-06
1811983398,8.47e-05,40.37041261,3.63e-05,31.45386313,8.69e-06
1659315109,8.47e-05,29.36361157,7.6e-05,2.620054209,0.0001837278765
1841277613,8.47e-05,39.69131163,4.13e-05,28.91133343,1.04e-05
1083794291,4.24e-05,22.63357535,3.17e-05,1.450475585,2.22e-05
1982051710,4.24e-05,18.02806364,5.84e-05,0.06163431213,6.85e-05
1225294275,4.24e-05,38.61784028,2.04e-05,9.929852744,1.5e-05
1558312868,4.24e-05,0.01223965676,2.43e-05,0.3719260504,3.26e-05
1649784208,4.24e-05,0.3349197734,3.44e-05,11.34642792,4.66e-05
1821298589,4.24e-05,34.67392504,2.24e-05,0.2057355207,1.48e-05
1093152605,4.24e-05,29.94113172,3.28e-05,17.95327641,2.54e-05
1124788401,4.24e-05,0.05314878866,2.65e-05,0.9988184183,4.39e-05
1891950150,4.24e-05,39.37621035,2.61e-05,5.605178825,9.7e-06
1871026492,4.24e-05,8.870572998,1.12e-05,2.219663968,1.28e-05
1659711547,4.24e-05,31.7188836,2.1e-05,2.1174496,1.63e-05
